CD4	CD8	Monocyte	Neutrophil	naive_B_cell	NK_cell	memory_B_cell	Plasmocyte	Platelet	Macrophage
DUSP2	0.1796875	0.674600355239787	0.0338459638070533	0.00934247871333964	0.0518088432335864	0.750144258511252	0.142857142857143	0.200819672131148	0.00418410041841004	0.00204918032786885
DUSP8	0.0508996212121212	0.0358792184724689	0.00172935581495893	0.00922421948912015	0.00848593121929433	0.0147143681477207	0.0362997658079625	0.0102459016393443	0.00418410041841004	0.00204918032786885
DYRK2	0.326467803030303	0.349911190053286	0.119263788524489	0.0021286660359508	0.170611880303707	0.304385458742066	0.238875878220141	0.139344262295082	0.0292887029288703	0.0266393442622951
EBP	0.21188446969697	0.239786856127886	0.135383855228213	0.0196310312204352	0.0790531487271103	0.280150028851702	0.128805620608899	0.629098360655738	0.0753138075313808	0.0225409836065574
EEF1A1P13	0.125710227272727	0.0348134991119005	0.02069050707183	0.0010643330179754	0.0486824475212148	0.0216387766878246	0.0620608899297424	0.00204918032786885	0.00836820083682008	0.00204918032786885
EEF1B2	0.96188446969697	0.927886323268206	0.903958989562102	0.0801797540208136	0.964269763287182	0.888055395268321	0.966042154566745	0.956967213114754	0.368200836820084	0.936475409836066
EEF1B2P2	0.0416666666666667	0.0120781527531083	0.0113025755049101	0.000354777672658467	0.0107190710138455	0.00403923831506059	0.0140515222482436	0.00614754098360656	0.00418410041841004	0.00204918032786885
EFHD2	0.227035984848485	0.761989342806394	0.927614106602433	0.850993377483444	0.15631978561858	0.927293710328909	0.32903981264637	0.686475409836066	0.100418410041841	0.627049180327869
EIF1AY	0.0293560606060606	0.0255772646536412	0.0875177567784572	0.122398297067171	0.158999553372041	0.0323139065204847	0.189695550351288	0.32172131147541	0.163179916317992	0.00204918032786885
EMP3	0.788825757575758	0.829840142095915	0.961521833117164	0.505676442762535	0.557391692719964	0.83064050778996	0.769320843091335	0.883196721311475	0.652719665271967	0.915983606557377
EOMES	0.0130208333333333	0.200355239786856	0.000926440615156568	0.000236518448438978	0.000446627958910228	0.221292556260819	0.00117096018735363	0.0102459016393443	0.00418410041841004	0.00204918032786885
EPHA1-AS1	0.116950757575758	0.0319715808170515	0.143227719103205	0.0202223273415326	0.00625279142474319	0.0124062319676861	0.0152224824355972	0.00819672131147541	0.00418410041841004	0.0430327868852459
EREG	0.00355113636363636	0.00746003552397869	0.257550491013526	0.00413907284768212	0.000446627958910228	0.00865551067512983	0.00234192037470726	0.0512295081967213	0.0251046025104603	0.0266393442622951
ERFE	0.00213068181818182	0.00142095914742451	0.00302637267617812	0.000473036896877956	0.00133988387673068	0.00952106174264282	0.00351288056206089	0.00409836065573771	0.00418410041841004	0.00204918032786885
ETS1	0.870028409090909	0.89911190053286	0.0307578284231981	0.081953642384106	0.645377400625279	0.908540103866128	0.699063231850117	0.579918032786885	0.0376569037656904	0.00614754098360656
EVI2A	0.281960227272727	0.27708703374778	0.730776357235501	0.335383159886471	0.0589548905761501	0.23398730525101	0.188524590163934	0.459016393442623	0.0418410041841004	0.262295081967213
EVI2B	0.569602272727273	0.529307282415631	0.958680748564017	0.901608325449385	0.586422510049129	0.45931909982689	0.791569086651054	0.721311475409836	0.0627615062761506	0.635245901639344
F2R	0.0336174242424242	0.303374777975133	0.031313692792292	0.00969725638599811	0.0129522108083966	0.361223312175418	0.0199063231850117	0.272540983606557	0.497907949790795	0.00614754098360656
F5	0.0767045454545455	0.0170515097690941	0.292261132728059	0.40279091769158	0.00267976775346137	0.0161569532602424	0.00702576112412178	0.0430327868852459	0.0125523012552301	0.0614754098360656
FAM102A	0.39938446969697	0.134635879218472	0.0105614230127849	0.000118259224219489	0.139794551138901	0.0499134448932487	0.289227166276347	0.243852459016393	0.00418410041841004	0.00204918032786885
FAM241A	0.0982481060606061	0.0433392539964476	0.213822493978136	0.0497871333964049	0.0259044216167932	0.0132717830351991	0.0257611241217799	0.161885245901639	0.0334728033472803	0.0450819672131148
FASLG	0.00591856060606061	0.0458259325044405	0.000308813538385523	0.000354777672658467	0.000446627958910228	0.0611656087709175	0.00234192037470726	0.00204918032786885	0.00418410041841004	0.00204918032786885
FBLN5	0.175189393939394	0.0461811722912966	0.000432338953739732	0.000236518448438978	0.00267976775346137	0.0161569532602424	0.0105386416861827	0.00614754098360656	0.00418410041841004	0.00204918032786885
FCER2	0.00142045454545455	0.00603907637655417	0.0166141683651411	0.00118259224219489	0.618579723090665	0.00923254472013849	0.331381733021077	0.100409836065574	0.00836820083682008	0.0102459016393443
FCGR2B	0.00307765151515152	0.0120781527531083	0.0655302328454079	0.0178571428571429	0.334970969182671	0.0386612810155799	0.494145199063232	0.5	0.00418410041841004	0.040983606557377
FCGR2C	0.000710227272727273	0.0323268206039076	0.0523747761101847	0.00768684957426679	0.0209915140687807	0.0680900173110214	0.117096018735363	0.0819672131147541	0.0125523012552301	0.0102459016393443
FCGR3A	0.0149147727272727	0.531083481349911	0.376258415168921	0.510643330179754	0.00178651183564091	0.867282169648009	0.00468384074941452	0.0676229508196721	0.0167364016736402	0.440573770491803
FCGRT	0.201467803030303	0.149200710479574	0.890185905750108	0.527909176915799	0.21527467619473	0.128967109059435	0.218969555035129	0.264344262295082	0.0292887029288703	0.797131147540984
FCMR	0.582623106060606	0.483836589698046	0.00728799950589834	0.0075685903500473	0.808843233586423	0.475187536064628	0.857142857142857	0.329918032786885	0.0167364016736402	0.00204918032786885
FCN1	0.0336174242424242	0.0756660746003552	0.972639120499043	0.521050141911069	0.0419830281375614	0.0934795152914022	0.0620608899297424	0.260245901639344	0.0585774058577406	0.942622950819672
FCRL2	0.00260416666666667	0.00319715808170515	0.00457044036810574	0.00934247871333964	0.402411790978115	0.00548182342758223	0.497658079625293	0.32172131147541	0.00418410041841004	0.00204918032786885
FCRL3	0.021780303030303	0.170159857904085	0.00222345747637576	0.000591296121097446	0.0888789638231353	0.278130409694172	0.255269320843091	0.0266393442622951	0.00418410041841004	0.00204918032786885
FCRL5	0.00165719696969697	0.00390763765541741	0.00438515224507442	0.000827814569536424	0.458240285841894	0.00403923831506059	0.466042154566745	0.651639344262295	0.00418410041841004	0.00204918032786885
FCRL6	0.0111268939393939	0.300532859680284	0.00191464393799024	0.000118259224219489	0.00357302367128182	0.368147720715522	0.00351288056206089	0.00204918032786885	0.00418410041841004	0.00204918032786885
FCRLA	0.000710227272727273	0.00142095914742451	0.000926440615156568	0.000118259224219489	0.339883876730683	0.00173110213502597	0.51288056206089	0.133196721311475	0.00418410041841004	0.00204918032786885
FGD2	0.0087594696969697	0.013854351687389	0.539867827805571	0.00295648060548723	0.326038410004466	0.0181765724177726	0.488290398126464	0.395491803278689	0.00418410041841004	0.418032786885246
FHL3	0.0426136363636364	0.117584369449378	0.232166018158236	0.0895222327341533	0.0133988387673068	0.16733987305251	0.0187353629976581	0.0348360655737705	0.242677824267782	0.104508196721311
FKBP11	0.397253787878788	0.515097690941385	0.0823296893335804	0.0288552507095553	0.0683340777132649	0.502308136180035	0.133489461358314	0.915983606557377	0.0502092050209205	0.0266393442622951
FLJ13224	0.0170454545454545	0.0124333925399645	0.00253227101476129	0.000354777672658467	0.00580616346583296	0.00490478938257357	0.0117096018735363	0.0594262295081967	0.00418410041841004	0.00204918032786885
FLT3LG	0.371922348484849	0.129662522202487	0.0190846766722253	0.0010643330179754	0.0303707012058955	0.0522215810732833	0.0573770491803279	0.0922131147540984	0.0125523012552301	0.0307377049180328
FOLR3	0.00426136363636364	0.00710479573712256	0.431906614785992	0.364829706717124	0.000446627958910228	0.00894402769763416	0.00117096018735363	0.00819672131147541	0.0125523012552301	0.512295081967213
FOS	0.359848484848485	0.565896980461812	0.961213019578778	0.857142857142857	0.623492630638678	0.705424120023081	0.44847775175644	0.596311475409836	0.108786610878661	0.840163934426229
FOSB	0.0861742424242424	0.305861456483126	0.293743437712309	0.1019394512772	0.170165252344797	0.377668782458165	0.197892271662763	0.17827868852459	0.00418410041841004	0.0102459016393443
FPR1	0.0189393939393939	0.0394316163410302	0.887653634735347	0.949621570482498	0.0147387226440375	0.0539526832083093	0.0234192037470726	0.0860655737704918	0.0376569037656904	0.706967213114754
FPR2	0.00473484848484848	0.00461811722912966	0.227719103205485	0.596972563859981	0.000446627958910228	0.00778995960761685	0.00468384074941452	0.00204918032786885	0.0167364016736402	0.0799180327868853
FTH1P10	0.128077651515152	0.0632326820603908	0.328515842134519	0.0520340586565752	0.0933452434122376	0.0504904789382574	0.0995316159250585	0.116803278688525	0.267782426778243	0.00409836065573771
FXYD1	0.0968276515151515	0.0383658969804618	0.00685566055215861	0.000473036896877956	0.00893255917820455	0.00663589151759954	0.0936768149882904	0.00614754098360656	0.0209205020920502	0.00614754098360656
FXYD5	0.888967803030303	0.737122557726465	0.88524488913594	0.198084200567644	0.571683787405092	0.656953260242354	0.715456674473068	0.819672131147541	0.690376569037657	0.895491803278688
FXYD7	0.109848484848485	0.0937833037300178	0.00438515224507442	0.000709555345316935	0.0125055828494864	0.0392383150605886	0.0245901639344262	0.00819672131147541	0.00836820083682008	0.00409836065573771
FYB1	0.877367424242424	0.779396092362345	0.972330306960657	0.947611163670766	0.0339437248771773	0.736583958453549	0.0468384074941452	0.23155737704918	0.686192468619247	0.877049180327869
FYN	0.649857954545455	0.791474245115453	0.543388302143166	0.0065042573320719	0.15765966949531	0.790536641661858	0.234192037470726	0.163934426229508	0.368200836820084	0.288934426229508
G0S2	0.0111268939393939	0.0152753108348135	0.0553393860786857	0.430936613055818	0.00535953550692273	0.0225043277553376	0.00819672131147541	0.114754098360656	0.0251046025104603	0.00204918032786885
GAB1	0.00260416666666667	0.019538188277087	0.0819591130875178	0.0355960264900662	0.21661456007146	0.0222158107328332	0.0807962529274005	0.524590163934426	0.125523012552301	0.0245901639344262
GABARAP	0.203125	0.14316163410302	0.520844913841023	0.540326395458846	0.173738276016079	0.150317368724755	0.299765807962529	0.420081967213115	0.238493723849372	0.979508196721312
GAS7	0.0130208333333333	0.191829484902309	0.751343338891977	0.45612582781457	0.0317105850826262	0.247836122331218	0.0585480093676815	0.0819672131147541	0.0167364016736402	0.415983606557377
GASK1B	0.00142045454545455	0.0063943161634103	0.783954048545488	0.00390255439924314	0.00625279142474319	0.0155799192152337	0.0128805620608899	0.0266393442622951	0.0209205020920502	0.422131147540984
GBP5	0.265861742424242	0.439076376554174	0.0445309122351924	0.0258987701040681	0.045109423849933	0.39065204847086	0.0468384074941452	0.165983606557377	0.0167364016736402	0.0266393442622951
GCA	0.160037878787879	0.118650088809947	0.923599530603422	0.989829706717124	0.211255024564538	0.107905366416619	0.25175644028103	0.422131147540984	0.0753138075313808	0.752049180327869
GCSAM	0.101325757575758	0.0337477797513321	0.0014205422765734	0.00141911069063387	0.0504689593568557	0.0141373341027121	0.0761124121779859	0.135245901639344	0.00418410041841004	0.00409836065573771
GDPD5	0.0480587121212121	0.0518650088809947	0.0314372182076462	0.000118259224219489	0.00535953550692273	0.0222158107328332	0.0327868852459016	0.0245901639344262	0.00836820083682008	0.0307377049180328
GIMAP1	0.626420454545455	0.430195381882771	0.580569452164783	0.00567644276253548	0.00535953550692273	0.367570686670514	0.0140515222482436	0.0327868852459016	0.0125523012552301	0.284836065573771
GIMAP5	0.200757575757576	0.0692717584369449	0.0272373540856031	0.000236518448438978	0.00133988387673068	0.0291402192729371	0.00351288056206089	0.00204918032786885	0.00418410041841004	0.0532786885245902
GLDC	0.00213068181818182	0.000710479573712256	0.00117349144586499	0.000709555345316935	0.000446627958910228	0.000577034045008655	0.00234192037470726	0.403688524590164	0.00418410041841004	0.00204918032786885
GLT1D1	0.00591856060606061	0.0134991119005329	0.360447162003582	0.513599810785241	0.00491290754801251	0.0219272937103289	0.00351288056206089	0.0184426229508197	0.0418410041841004	0.141393442622951
GNAL	0.0078125	0.0262877442273535	0.00463220307578284	0.00189214758751183	0.00446627958910228	0.0614541257934218	0.00468384074941452	0.00819672131147541	0.00418410041841004	0.00204918032786885
GNAO1	0.0165719696969697	0.0351687388987567	0.00333518621456365	0.00153736991485336	0.00267976775346137	0.00577034045008656	0.0105386416861827	0.0204918032786885	0.0502092050209205	0.00204918032786885
GNG11	0.0710227272727273	0.106927175843694	0.174170835649435	0.0555818353831599	0.0759267530147387	0.109636468551645	0.108899297423888	0.182377049180328	0.903765690376569	0.00409836065573771
GNLY	0.0956439393939394	0.824866785079929	0.0922117225619171	0.0206953642384106	0.0790531487271103	0.990767455279862	0.104215456674473	0.379098360655738	0.112970711297071	0.00409836065573771
GOLGA8O	0.000236742424242424	0.00532859680284192	0.000370576246062627	0.000118259224219489	0.000446627958910228	0.0132717830351991	0.00117096018735363	0.00204918032786885	0.00418410041841004	0.00204918032786885
GPAT3	0.0239109848484848	0.0088809946714032	0.142115990365018	0.346263008514664	0.000893255917820456	0.0121177149451818	0.00117096018735363	0.00819672131147541	0.00418410041841004	0.0225409836065574
GPBAR1	0.00331439393939394	0.00319715808170515	0.269532456302884	0.00354777672658467	0.00133988387673068	0.00577034045008656	0.00234192037470726	0.0286885245901639	0.00836820083682008	0.206967213114754
GPR155	0.288352272727273	0.167673179396092	0.173676733988018	0.187795648060549	0.0486824475212148	0.0802077322562031	0.0269320843091335	0.237704918032787	0.0167364016736402	0.0840163934426229
GPR171	0.309659090909091	0.139253996447602	0.000308813538385523	0.000473036896877956	0.00669941938365342	0.0470282746682054	0.00234192037470726	0.0102459016393443	0.00418410041841004	0.00204918032786885
GPR183	0.535511363636364	0.152042628774423	0.160521277252795	0.00130085146641438	0.286288521661456	0.0427005193306405	0.708430913348946	0.444672131147541	0.0292887029288703	0.0327868852459016
GPR55	0.0182291666666667	0.0269982238010657	0.00166759310728182	0.000118259224219489	0.000893255917820456	0.00115406809001731	0.00936768149882904	0.0245901639344262	0.0209205020920502	0.00204918032786885
GPR65	0.211410984848485	0.520071047957371	0.357667840158113	0.160477767265847	0.128628852166146	0.609059434506636	0.228337236533958	0.168032786885246	0.0167364016736402	0.182377049180328
GPX1	0.540482954545455	0.506927175843695	0.982706441850411	0.300733207190161	0.602501116569897	0.492787074437392	0.747072599531616	0.862704918032787	0.97071129707113	0.995901639344262
GPX4	0.709753787878788	0.56056838365897	0.854240009882033	0.11577578051088	0.545332737829388	0.515579919215234	0.759953161592506	0.76844262295082	0.907949790794979	0.784836065573771
GRK3	0.0196496212121212	0.0188277087033748	0.513248100796739	0.0075685903500473	0.280928986154533	0.0233698788228505	0.375878220140515	0.155737704918033	0.104602510460251	0.172131147540984
GSDMA	0.0113636363636364	0.0174067495559503	0.00067938978444815	0.000591296121097446	0.000893255917820456	0.00750144258511252	0.00117096018735363	0.00204918032786885	0.0209205020920502	0.00204918032786885
GSTP1	0.444839015151515	0.748845470692718	0.939287258353406	0.0577105014191107	0.407771326485038	0.863242931332949	0.395784543325527	0.920081967213115	0.380753138075314	0.971311475409836
GUK1	0.680871212121212	0.790408525754885	0.782162930022852	0.312913907284768	0.393032603841	0.758222735141373	0.591334894613583	0.860655737704918	0.531380753138075	0.647540983606557
GYPE	0.000473484848484848	0.00497335701598579	0.000988203322833673	0.000236518448438978	0.00535953550692273	0.00317368724754761	0.0117096018735363	0.0163934426229508	0.00418410041841004	0.00204918032786885
GZMA	0.114109848484848	0.880639431616341	0.00969674510530542	0.000118259224219489	0.00267976775346137	0.961050201961916	0.00351288056206089	0.0430327868852459	0.00836820083682008	0.00204918032786885
GZMB	0.0281723484848485	0.716163410301954	0.0114261009202643	0.000236518448438978	0.0187583742742296	0.923254472013849	0.0105386416861827	0.182377049180328	0.0125523012552301	0.00204918032786885
GZMH	0.0191761363636364	0.466785079928952	0.00389105058365759	0.000473036896877956	0.00223313979455114	0.42065781881131	0.00117096018735363	0.0512295081967213	0.00418410041841004	0.00204918032786885
GZMK	0.0717329545454545	0.253996447602131	0.00172935581495893	0.000591296121097446	0.000893255917820456	0.0908828620888632	0.00117096018735363	0.0266393442622951	0.00418410041841004	0.00204918032786885
GZMM	0.477035984848485	0.76056838365897	0.0103143721820765	0.00402081362346263	0.0080393032603841	0.823716099249856	0.0128805620608899	0.0512295081967213	0.0167364016736402	0.00204918032786885
H1-10	0.632575757575758	0.641207815275311	0.765857575196097	0.0826631977294229	0.539079946404645	0.583092902481246	0.377049180327869	0.774590163934426	0.234309623430962	0.411885245901639
H1-2	0.367897727272727	0.580461811722913	0.355691433512445	0.0879848628192999	0.415364001786512	0.643681477207155	0.434426229508197	0.836065573770492	0.531380753138075	0.141393442622951
H1-3	0.459517045454545	0.658614564831261	0.309801741708357	0.0333491012298959	0.375167485484591	0.748413156376226	0.420374707259953	0.739754098360656	0.0543933054393305	0.127049180327869
H1-4	0.393702651515151	0.681705150976909	0.373602618738806	0.106906338694418	0.426976328718178	0.791113675706867	0.494145199063232	0.797131147540984	0.138075313807531	0.319672131147541
H2AC6	0.177793560606061	0.26145648312611	0.248409610277315	0.456480605487228	0.233139794551139	0.269186381996538	0.24824355971897	0.530737704918033	0.686192468619247	0.0799180327868853
H3C8	0.00402462121212121	0.00994671403197158	0.000247050830708418	0.00425733207190161	0.000446627958910228	0.00375072129255626	0.00117096018735363	0.344262295081967	0.00836820083682008	0.00204918032786885
HAL	0.00142045454545455	0.0124333925399645	0.155271447100241	0.300496688741722	0.00848593121929433	0.00952106174264282	0.00585480093676815	0.0266393442622951	0.0125523012552301	0.0327868852459016
HAPLN3	0.15719696969697	0.0273534635879218	0.0103761348897536	0.000118259224219489	0.00580616346583296	0.0121177149451818	0.00819672131147541	0.0307377049180328	0.00418410041841004	0.00204918032786885
HBA1	0.201704545454545	0.544227353463588	0.175961954172071	0.113647114474929	0.315319338990621	0.60934795152914	0.276346604215457	0.485655737704918	0.564853556485356	0.00204918032786885
HBA2	0.202888257575758	0.545648312611012	0.329504045457353	0.37275307473983	0.319785618579723	0.610213502596653	0.281030444964871	0.55327868852459	0.506276150627615	0.00204918032786885
HBB	0.0551609848484848	0.0795737122557726	0.00148230498425051	0.000118259224219489	0.342563644484145	0.153202538949798	0.319672131147541	0.487704918032787	0.192468619246862	0.00204918032786885
HBEGF	0.0260416666666667	0.00426287744227353	0.143227719103205	0.021996215704825	0.000446627958910228	0.00577034045008656	0.00117096018735363	0.0184426229508197	0.00418410041841004	0.00204918032786885
HDDC2	0.28125	0.379751332149201	0.23463652646532	0.0115894039735099	0.182224207235373	0.438834391229083	0.270491803278689	0.64344262295082	0.0585774058577406	0.14344262295082
HEBP2	0.322443181818182	0.268561278863233	0.658452226545612	0.631622516556291	0.258597588209022	0.257068667051356	0.330210772833724	0.721311475409836	0.179916317991632	0.176229508196721
HES6	0.013967803030303	0.0646536412078153	0.0276696930393428	0.00201040681173132	0.0245645377400625	0.133006347374495	0.0351288056206089	0.102459016393443	0.00836820083682008	0.00614754098360656
HHAT	0.0165719696969697	0.0213143872113677	0.0134642702736088	0.000118259224219489	0.00669941938365342	0.00403923831506059	0.0386416861826698	0.0389344262295082	0.00418410041841004	0.00409836065573771
HLA-DPA1	0.223958333333333	0.412433392539964	0.543326539435489	0.0010643330179754	0.959356855739169	0.253029428736295	0.977751756440281	0.721311475409836	0.0920502092050209	0.620901639344262
HLA-DPB1	0.265388257575758	0.518294849023091	0.418812920758446	0.00177388836329234	0.965609647163913	0.31534910559723	0.980093676814988	0.592213114754098	0.0334728033472803	0.493852459016393
HLA-DQA1	0.00733901515151515	0.0198934280639432	0.0222345747637576	0.000118259224219489	0.615453327378294	0.0100980957876515	0.669789227166276	0.217213114754098	0.00418410041841004	0.0184426229508197
HLA-DQA2	0.00497159090909091	0.0181172291296625	0.017108270026558	0.000236518448438978	0.190710138454667	0.00634737449509521	0.334894613583138	0.229508196721311	0.00418410041841004	0.0204918032786885
HLA-DQB1	0.0262784090909091	0.0621669626998224	0.125687110122908	0.00319299905392621	0.683340777132649	0.0383727639930756	0.781030444964871	0.262295081967213	0.0167364016736402	0.100409836065574
HLA-DRA	0.056344696969697	0.0838365896980462	0.810450250138966	0.00307473982970672	0.989727556945065	0.105597230236584	0.997658079625293	0.586065573770492	0.0418410041841004	0.858606557377049
HLA-DRB1	0.0629734848484848	0.150266429840142	0.402692854054722	0.00201040681173132	0.838320678874498	0.0680900173110214	0.902810304449649	0.616803278688525	0.0334728033472803	0.545081967213115
HLX	0.00402462121212121	0.0103019538188277	0.344635908838243	0.230960264900662	0.0147387226440375	0.018465089440277	0.0374707259953162	0.0430327868852459	0.0167364016736402	0.110655737704918
HMGN3	0.431581439393939	0.514742451154529	0.582854672348836	0.00189214758751183	0.306833407771327	0.565493364108482	0.488290398126464	0.776639344262295	0.163179916317992	0.450819672131148
HMOX1	0.00733901515151515	0.0245115452930728	0.720338459638071	0.0102885525070956	0.00848593121929433	0.0499134448932487	0.112412177985948	0.200819672131148	0.00418410041841004	0.829918032786885
HNRNPA1P34	0.0111268939393939	0.0404973357015986	0.000370576246062627	0.000118259224219489	0.000446627958910228	0.0141373341027121	0.00117096018735363	0.00409836065573771	0.00418410041841004	0.00204918032786885
HNRNPLL	0.128314393939394	0.0554174067495559	0.120190229139645	0.086565752128666	0.0133988387673068	0.0196191575302943	0.00585480093676815	0.069672131147541	0.121338912133891	0.0368852459016393
HNRNPU	0.788589015151515	0.858614564831261	0.913099870298314	0.641083254493851	0.760607414024118	0.878822850548182	0.837236533957845	0.92827868852459	0.317991631799163	0.60655737704918
HOMER3	0.0123106060606061	0.00603907637655417	0.353220925205361	0.0659886471144749	0.00848593121929433	0.00980957876514714	0.063231850117096	0.217213114754098	0.00836820083682008	0.145491803278689
HOPX	0.0970643939393939	0.771225577264654	0.171515039219319	0.00614947965941343	0.0473425636444841	0.901904212348529	0.131147540983607	0.0819672131147541	0.0376569037656904	0.0881147540983607
HRH2	0.0970643939393939	0.0280639431616341	0.609412636649991	0.677152317880795	0.00937918713711478	0.0259665320253895	0.00702576112412178	0.0491803278688525	0.0460251046025105	0.489754098360656
HSP90B1	0.595170454545455	0.692362344582593	0.76215181273547	0.0970908230842006	0.437248771773113	0.723600692440854	0.621779859484778	0.987704918032787	0.255230125523013	0.514344262295082
HSPA1A	0.187026515151515	0.13214920071048	0.590945587054536	0.75922421948912	0.0357302367128182	0.109059434506636	0.105386416861827	0.221311475409836	0.0543933054393305	0.299180327868852
HSPA5	0.507102272727273	0.634458259325044	0.630782533506269	0.282876064333018	0.266636891469406	0.671090594345066	0.439110070257611	0.954918032786885	0.138075313807531	0.239754098360656
HTRA1	0.000710227272727273	0.00213143872113677	0.142115990365018	0.000118259224219489	0.000446627958910228	0.00432775533756492	0.00117096018735363	0.00204918032786885	0.00418410041841004	0.0430327868852459
ICOS	0.212594696969697	0.0557726465364121	0.000617627076771046	0.000354777672658467	0.00133988387673068	0.00403923831506059	0.00117096018735363	0.00204918032786885	0.00418410041841004	0.00204918032786885
IFI30	0.00497159090909091	0.0163410301953819	0.496078068062504	0.173959318826868	0.0299240732469853	0.016733987305251	0.128805620608899	0.262295081967213	0.00418410041841004	0.774590163934426
IFITM1	0.73532196969697	0.728952042628774	0.0444691495275153	0.639900662251656	0.150960250111657	0.792267743796884	0.220140515222482	0.110655737704918	0.138075313807531	0.112704918032787
IFITM3	0.185842803030303	0.258969804618117	0.682972021493422	0.408822138126774	0.0799464046449308	0.312463935372187	0.0901639344262295	0.172131147540984	0.782426778242678	0.934426229508197
IFNG	0.0111268939393939	0.135701598579041	0.000802915199802359	0.000354777672658467	0.00267976775346137	0.154068090017311	0.00351288056206089	0.0184426229508197	0.00418410041841004	0.00204918032786885
IGHA1	0.161458333333333	0.36234458259325	0.231918967327528	0.217123935666982	0.339883876730683	0.420080784766301	0.625292740046838	0.942622950819672	0.288702928870293	0.00204918032786885
IGHA2	0.00710227272727273	0.0149200710479574	0.0123525415354209	0.00733207190160833	0.0348369807949978	0.0253894979803808	0.276346604215457	0.604508196721312	0.0251046025104603	0.00204918032786885
IGHD	0.00544507575757576	0.00994671403197158	0.00833796553640912	0.000236518448438978	0.957123715944618	0.0152914021927294	0.545667447306792	0.0860655737704918	0.0251046025104603	0.00204918032786885
IGHG1	0.0134943181818182	0.0220248667850799	0.015934778580693	0.0121807000946074	0.104957570343904	0.0248124639353722	0.571428571428571	0.536885245901639	0.0125523012552301	0.00204918032786885
IGHG2	0.00260416666666667	0.00746003552397869	0.00166759310728182	0.000827814569536424	0.0652076820008933	0.00461627236006924	0.430913348946136	0.346311475409836	0.0167364016736402	0.00204918032786885
IGHG3	0.0106534090909091	0.0273534635879218	0.0143289481810883	0.00745033112582781	0.163465832961143	0.0282746682054241	0.516393442622951	0.450819672131148	0.0209205020920502	0.00204918032786885
IGHG4	0.00970643939393939	0.019538188277087	0.0234080662096226	0.00827814569536424	0.0424296560964716	0.0294287362954414	0.350117096018735	0.387295081967213	0.0125523012552301	0.00204918032786885
IGKC	0.172585227272727	0.384724689165186	0.240133407448583	0.260170293282876	0.807503349709692	0.457876514714368	0.77751756440281	0.883196721311475	0.292887029288703	0.00204918032786885
IGLC2	0.0241477272727273	0.0866785079928952	0.0783151133345686	0.138363292336802	0.567217507815989	0.103866128101558	0.555035128805621	0.838114754098361	0.150627615062762	0.00204918032786885
IGLV2-14	0.0101799242424242	0.0198934280639432	0.000988203322833673	0.00177388836329234	0.0147387226440375	0.00692440854010387	0.031615925058548	0.114754098360656	0.00418410041841004	0.00204918032786885
IL10RA	0.42874053030303	0.515452930728242	0.675807547402878	0.0955534531693472	0.125055828494864	0.424985574148875	0.355971896955504	0.473360655737705	0.0292887029288703	0.467213114754098
IL1R2	0.0371685606060606	0.0781527531083481	0.669569513927491	0.978831598864711	0.0299240732469853	0.0787651471436815	0.0468384074941452	0.192622950819672	0.0794979079497908	0.360655737704918
IL23A	0.0767045454545455	0.0202486678507993	0.00605274535235625	0.000236518448438978	0.0214381420276909	0.000865551067512983	0.0444964871194379	0.0348360655737705	0.00418410041841004	0.00819672131147541
IL27RA	0.315104166666667	0.252220248667851	0.35964424680378	0.00153736991485336	0.111656989727557	0.264858626658973	0.249414519906323	0.415983606557377	0.0502092050209205	0.174180327868852
IL2RA	0.172348484848485	0.0227353463587922	0.000864677907479464	0.000473036896877956	0.0174184903974989	0.00634737449509521	0.0714285714285714	0.00614754098360656	0.00418410041841004	0.00204918032786885
IL2RB	0.120975378787879	0.511545293072824	0.0040763387066889	0.000118259224219489	0.000893255917820456	0.748413156376226	0.00351288056206089	0.206967213114754	0.00836820083682008	0.00204918032786885
IL32	0.93063446969697	0.753108348134991	0.0157494904576617	0.0170293282876064	0.0133988387673068	0.448066935949221	0.0210772833723653	0.108606557377049	0.0125523012552301	0.00204918032786885
IL4R	0.250473484848485	0.141030195381883	0.323080723858934	0.606669820245979	0.58865564984368	0.128967109059435	0.213114754098361	0.0922131147540984	0.0502092050209205	0.122950819672131
IL7R	0.923768939393939	0.53392539964476	0.00697918596751282	0.00153736991485336	0.102277802590442	0.160703981534911	0.0304449648711944	0.0512295081967213	0.00418410041841004	0.00204918032786885
ILF3-DT	0.40625	0.456127886323268	0.267803100487925	0.0322847682119205	0.309066547565878	0.409694171956145	0.332552693208431	0.477459016393443	0.0669456066945607	0.127049180327869
INSR	0.00899621212121212	0.00568383658969805	0.335680316225063	0.122043519394513	0.0272443054935239	0.00807847663012118	0.0281030444964871	0.221311475409836	0.0251046025104603	0.135245901639344
IQSEC3	0.00260416666666667	0.0120781527531083	0.000123525415354209	0.000118259224219489	0.000446627958910228	0.0109636468551645	0.00117096018735363	0.00409836065573771	0.00418410041841004	0.00204918032786885
IRAG1	0.00165719696969697	0.00142095914742451	0.110122907788277	0.160241248817408	0.00357302367128182	0.0051933064050779	0.00351288056206089	0.00614754098360656	0.108786610878661	0.0635245901639344
